r,g,b,RGB,Spanish_Judgment_id,Spanish,Country,EN_ES,Russian_Judgment_id,Russian,Country,EN_RU,Portuguese_Judgment_id,Portuguese,Country,EN_PT,German_Judgment_id,German,Country,EN_DE,French_Judgment_id,French,Country,EN_FR,Chinese_Judgment_id,Chinese,Country,EN_ZH,Italian_Judgment_id,Italian,Country,EN_IT,Korean_Judgment_id,Korean,Country,EN_KO,Japanese_Judgment_id,Japanese,country,EN_JA,name,short_name,med_name,cx,cy
120,235,172,120235172,522111600,VERDE ESMERALDA,DOM,Emerald Green,522721562,аквамариновый,RUS,Aquamarine,556678929,verde,BRA,Green,522383999,zart türkis,DEU,Gentle Turquoise,525329434,vert clair,FRA,Light Green:,522240060,蔥綠,IDN,Light Green,556754251,verde chiaro,ITA,Light Green,542512691,녹색,KOR,Green,542415622,水色,JPN,Light blue,Basically Greatest Green,Aqua,Grazing Green,161.0750338,427.8311414
120,247,132,120247132,522090066,verde bajito,MEX,Short Green,522538594,светло зеленый,RUS,Light Green,522449563,gerpgo,BRA,Green Yellow,522194556,hellgrün,DEU,Lime,522789617,vert,FRA,Green,522249094,綠色,HKG,Green,556880577,verde chiaro,ITA,Light Green,531950613,초록색,KOR,Green,543811607,緑,JPN,Green,Bright Sea Green,Lime,Bright Green,203.3448462,487.7588889
121,179,234,121179234,522091184,azul cielo,MEX,Blue Sky,522430896,голубой,RUS,Azure,522127842,azul,PRT,Blue,522141224,hellblau,DEU,Light Blue,523390748,bleu,FRA,Blue,522211837,蓝色,IDN,Blue,556677120,blu,ITA,Blue,539670114,하늘색,KOR,Sky blue,556695125,青い,JPN,Blue,Copenhagen Blue,Blue,Light Blue,144.3796544,179.3930656
121,195,240,121195240,522138825,azul,COL,Blue,522396820,светло-голубой,UKR,Light Blue,556669605,verde,BRA,Green,522402566,himmelblau,AUT,Sky-Blue,523186809,bleu,FRA,Blue,522157052,淡藍色,IDN,Light Blue,522830083,azzurro,ITA,Blue,535923842,파랑,KOR,Blue,544555553,水色,JPN,Light blue,Light Blueberry,Blue,Frosted Blue,124.5828307,183.8663317
121,219,220,121219220,522152894,azul cielo,PRI,Blue Sky,522537621,бледно голубой,RUS,Pale Blue,556672143,verde,BRA,Green,522309288,türkis,DEU,Turquoise,523326470,bleu,FRA,Blue,522345971,亮天藍,IDN,Bright Sky Blue,522578739,azzurro chiaro,ITA,Blue,539783453,청색,KOR,Blue,532836439,青空色,JPN,Blue sky color,Turquoise Skies,Blue,Lagoon Blue,128.2273109,271.0970146
121,243,103,121243103,522082236,verde claro,DOM,Light Green,522441244,салатовый,RUS,Green,556636486,verde,BRA,Green,522271362,grün,DEU,Green,522781117,vert,FRA,Green,522233119,绿色,IDN,Green,556703651,verde,ITA,Green,528139800,초록색,KOR,Green,550471609,薄緑,JPN,Light green,Electric Lime Green,Lime,Electric Lime,222.7993209,503.6387576
121,251,163,121251163,522097245,verde,ARG,Green,522606112,изумруд,RUS,Emerald,556780995,verde,PRT,Green,556641520,mint hell,DEU,Light Mint,523822923,jade,FRA,Jade,522305568,淺綠色,TWN,Light Green,522596681,verde,ITA,Green,537215233,민트,KOR,Mint,540621963,みどり,JPN,Green,Medium Spring Green,Mint,Light Green,146.025579,463.0659903
122,134,222,122134222,522132779,azul pastel,ARG,Pastel Blue,522783875,синий,UKR,Blue,522549146,Azul médio,PRT,Blue,522134783,blas blau,DEU,Blow Blue,522803459,bleu,FRA,Blue,522301242,粉紫蓝色,HKG,Light Purple Blue,522671922,blu,ITA,Blue,537216134,연보라,KOR,Purple,536668392,青,JPN,Blue,Lavender Purple,Blue,Lavander Blue,204.1110283,150.1638747
122,226,209,122226209,522059282,azul cielo,PRI,Blue Sky,523093531,бирюзовый,UKR,Turquoise,556782550,verde,PRT,Green,556634593,türkis,DEU,Turquoise,525279861,feu vert,VEN,Green Light,556658926,淺藍色,HKG,Light Blue,556692609,azzurro,ITA,Blue,540866877,하늘,KOR,Sky,523508403,青,KOR,Blue,Periwinkle Blue,Aqua,Ocean Blue,148.3661911,345.3197991
122,236,119,122236119,522089688,verde,MEX,Green,522612672,зеленый,UKR,Green,556632981,#N/A,#N/A,#N/A,522282618,grün,DEU,Green,522807823,vert,FRA,Green,522129300,淡綠色,TWN,Light Green,556661119,verde,ITA,Green,556661266,연녹색,KOR,Pale green,539727100,パステル緑,JPN,Pastel green,Light Spring Green,Green,Light Green,228.4971608,476.3135766
122,242,180,122242180,522099853,verde,PRI,Green,522544382,светло-бирюзовый,UKR,Light Cyan,522560769,Verde claro,PRT,Lime,522318492,matthellgrün,DEU,Matt Light Green,523408989,vert,FRA,Green,522123462,淡绿色,MYS,Light Green,522523878,azzurro,ITA,Green,524777602,밝은 녹색,KOR,Bright green,557249105,ミントグリーン,JPN,Mint Green,Bright Light Green,Teal,Aquarium Blue,134.3739832,417.1784596
123,165,248,123165248,522094481,azul claro,DOM,Blue,522698408,голубой,UKR,Azure,522196886,verde,BRA,Blue,522481704,blau,DEU,Blue,524347694,Bleu clair,CHE,Light Blue,522150351,藍色,TWN,Blue,522436997,azzurro neonato,ITA,Blue,538511946,하늘색,KOR,Sky blue,557246265,スチールブルー,JPN,Blue Steel,Periwinkle Blue,Blue,Winter Blue,146.1813707,139.1771713
123,224,166,123224166,522068097,verde claroq,DOM,Green Claroq,522397974,зеленый,UKR,Green,522133357,verde,PRT,Turquoise,522314025,lichtgrün,DEU,Light Green,523833073,vert jade,FRA,Jade Green,522361929,绿色,CHN,Green,522715666,verde,ITA,Light Blue,540762301,에메랄드 녹색,KOR,Emerald green,546908235,緑,JPN,Green,Bright Sea Foam,Mint,Light Green,158.6143099,399.5067192
123,249,173,123249173,522173645,verde claro,PRI,Light Green,523114734,Приятно-салатовый,UKR,Pleasantly Green,522114037,azul agua,BRA,Green,522680033,grün,DEU,Green,522847981,vert clair,FRA,Light Green:,522131974,緑,MYS,Green,522229881,azzuro,ITA,Green,524735499,밝은 녹색,KOR,Bright green,539999646,薄い緑,JPN,Pale green,Teal Green Stuff,Aqua,Bright Green,138.8212934,444.5166833
124,230,183,124230183,522072238,verde,ESP,Green,522930606,светло-зеленый,UKR,Light Green,556743115,v,PRT,V.,522330587,Türkis,DEU,Turquoise,556977567,vert prairie,FRA,Green Meadow,522370440,翡翠色,CHN,Emerald-Green,556668587,blu,ITA,Blue,560074095,녹색,KOR,Green,542108878,ミント,JPN,Mint,Early Apple Green,Aqua,Seafoam Green,142.6961968,376.5433732
124,247,140,124247140,522081386,Verde esmeralda,DOM,Emerald Green,522929390,светло-салатовый,UKR,Light-Green,556754527,v,PRT,V.,522186422,hellgrün,DEU,Lime,522816039,vert,FRA,Green,522237788,石灰,IDN,Lime,556688562,verde,ITA,Green,557043554,연두색,KOR,Green,549044325,薄緑,JPN,Light green,Light Pastel Green,Green,Bright Green,194.0654315,476.7569449
125,162,250,125162250,522155533,CELESTE,DOM,Celeste,522696371,Васильковый,RUS,Cornflower,556649452,verde,BRA,Green,522474453,blau,DEU,Blue,522917263,bleu ciel couvert,FRA,Blue Overcast,522169710,蓝色,IDN,Blue,522691184,indaco chiaro,ITA,Blue,536364029,하늘,KOR,Sky,548433652,薄いブルー,JPN,Light blue,Steel Baby Blue,Blue,Blue Teal,161.5112048,133.1956243
125,187,250,125187250,522172313,Azul,ESP,Blue,522824085,голубой,UKR,Blue,556675945,verde,BRA,Green,522348825,eisblau,DEU,Ice-Blue,522317548,bleu ciel,FRA,Blue Sky,522122818,淡藍色,TWN,Light Blue,556822617,celeste,ITA,Heavenly,535567029,하늘색,KOR,Sky blue,546910617,青,JPN,Blue,Robins Egg Blue,Blue,New Car Blue,130.1654359,160.3687776
125,206,106,125206106,522059993,verde,ARG,Green,522372184,Зелёный,RUS,Green,556641284,verde,BRA,Green,522621169,grün,DEU,Green,523832218,VERT PALE,FRA,Pale Green,522162749,绿色,IDN,Green,556698377,verde,ITA,Green,556729566,녹색,KOR,Green,556694722,みどり,JPN,Green,Light Med Green,Green,Light Green,257.1281571,442.4646733
125,210,115,125210115,522110927,VERDE,DOM,Green,522658442,зеленый,UKR,Green,522540821,verde,PRT,Green,522414734,mattgrün,DEU,Matt Green,524337047,vert passé,FRA,Green Spent,522321130,绿色,IDN,Green,522464638,verde brillante,ITA,Green,524758185,녹색,KOR,Green,539861737,培地海緑,JPN,Medium green sea,Fadish Light Green,Green,Light Green,244.4848026,437.1804163
125,235,239,125235239,522154077,azul cielo,DOM,Blue Sky,522695625,светло голубой,UKR,Light Blue,556675950,verde,BRA,Green,522417389,aquamarin,AUT,Aquamarine,523117300,BLEU CLAIR,FRA,Blue,522270661,藍色,HKG,Blue,522517593,azzurro,ITA,Blue,532339061,파랑,KOR,Blue,533762759,水色,JPN,Light blue,Sunny Blue Skies,Aqua,Feelin' Teal,94.6060869,271.3216378
126,128,251,126128251,556672565,violeta claro,ESP,Light Violet,522665172,тупой фиолетовый,EST,Dull Purple,522509413,azul,PRT,Purple,522571960,lila,DEU,Purple,525402542,lilas,FRA,Lilac,522113773,淡藍色,TWN,Light Blue,522680782,blu,ITA,Purple,540652859,옅은파랑,KOR,Pale blue,545563647,紺,JPN,Navy blue,Periwinkle Purple,Blue,Blue  Purple,202.5322614,89.51182378
126,160,255,126160255,522089221,azul claro,MEX,Blue,556645819,синий,RUS,Blue,522177881,azul,BRA,Sky-Blue,522179705,hellblau,DEU,Light Blue,523188525,bleu,FRA,Blue,522267097,蓝色,IDN,Blue,522570721,turchese,ITA,Gardenia Color,556997193,파랑,KOR,Blue,533765708,青,JPN,Blue,Periwinkle Blue,Blue,Winter Blue,151.60387,122.2188129
126,203,235,126203235,522077230,azul claro,DOM,Blue,522546571,голубой,RUS,Blue,522116595,azul,PRT,Light Blue,522185079,hellblau,DEU,Light Blue,522784100,bleu,FRA,Blue,522144638,藍色,TWN,Blue,556690599,azzurro,ITA,Blue,535980025,하늘색,KOR,Sky blue,533786891,水色,JPN,Light blue,Medium Sky Blue,Blue,Light Blue,119.3523876,204.6972541
126,253,246,126253246,522108956,color celeste claro,ARG,Clear Blue Color,522449317,голубой,RUS,Azure,556637399,verde,BRA,Green,522376586,Hellblau,DEU,Light Blue,522386229,bleu ciel,FRA,Blue Sky,522274684,蓝色,HKG,Blue,522559096,azzurro,ITA,Blue,536075416,하늘,KOR,Sky,533758559,水色,JPN,Light blue,Swimming Pool Blue,Blue,Light Blue,68.0636495,300.5760734
127,103,201,127103201,522162104,lila claro fiesta,COL,Lilac Festival,523058299,сиреневый,RUS,Lilac,556639148,verde,BRA,Green,522378749,lila,DEU,Purple,525735635,violet clair,VEN,Light Purple,522233821,紫色,IDN,Purple,556692671,viola,ITA,Violet,542333637,연보라색,KOR,Lilac,545378635,紫,JPN,Purple,Jasmine Purple,Purple,Bright Purple,270.5540214,143.8168176
127,183,251,127183251,522072761,color celeste oscuro,ARG,Dark Blue Color,522451230,Голубой,UKR,Blue,556634663,verde,BRA,Green,522375371,himmelblau,DEU,Sky-Blue,522585753,Bleu,FRA,Blue,522221916,蓝色,IDN,Blue,522471061,blu chiaro,ITA,Blue,528138458,파란색,KOR,Blue,537860473,公文ブルー,JPN,Kumon Blue,Southwest Blue,Blue,Light Blue,139.1475532,148.5532024
127,249,151,127249151,522103713,verde esperanza,ARG,Green Hope,522692419,салатовый,UKR,Green,556642943,verde,BRA,Green,522477522,Grün,DEU,Green,524340642,VERT,FRA,Green,522123587,嫩绿,IDN,Light Green,556722970,verde,ITA,Green,540652436,밝은연두색,KOR,Bright green,538626494,黄緑,JPN,Yellow-green,Fields Of Green,Green,Pastel Green,175.908654,469.1819945
129,132,248,129132248,522172927,azul morado,COL,Purple Blue,522411391,ярко-синий,UKR,Bright Blue,556844545,Verde claro,PRT,Light Green,522321700,hellviolettblau,DEU,Lavender Blue,524364878,bleu,FRA,Blue,522385137,藍色,IDN,Blue,522691523,blu chiaro intenso,ITA,Blue,539736516,청색,KOR,Blue,540601819,青,JPN,Blue,I Like It Blue,Blue,Blue  Purple,195.1914717,100.8054901
129,236,170,129236170,522099480,ezmeralda,MEX,Ezmeralda,522548453,салатовый,UKR,Green,522202652,VERDE CLARO,BRA,Green,522326883,mintgrün,DEU,Mint Green,522785976,vert,FRA,Green,522097918,葱绿色,HKG,Onions Green,556689398,blu,ITA,Blue,540762869,연녹색,KOR,Pale green,544967246,緑,JPN,Green,Light Sea Green,Aqua,Light Green,151.4114047,435.5176798
129,238,254,129238254,522058952,celeste,MEX,Celestial,522461395,голубой,RUS,Azure,522099533,azul celeste,BRA,Light Blue,522376294,babyblau,DEU,Baby Blue,522649241,bleu,FRA,Blue,522302254,天藍色,TWN,Sky Blue,522477012,celeste,ITA,Blue,542479600,옅은 하늘색,KOR,Pale blue,532043936,薄蒼,JPN,Thin Blue,Light Turquoise,Blue,Light Teal,80.8165887,225.7714078
129,245,196,129245196,522193830,verde azul pálido,ECU,Pale Blue Green,522698409,бледно голубой,UKR,Pale Blue,556737764,v,PRT,V.,522510846,helles türkis,DEU,Bright Turquoise,556927261,aquamarine,FRA,Aquamarine,556658389,綠色,HKG,Green,556690244,turchese,ITA,Turquoise,540708483,연녹색,KOR,Pale green,560503689,ミントグリーン,JPN,Mint Green,Robin Egg Blue,Teal,Aquarium Blue,112.8661499,385.6080757
130,105,199,130105199,522103494,morado,VEN,Purple,522459944,темно-сиреневый,RUS,Dark Purple,556629301,#N/A,#N/A,#N/A,522569165,lila,DEU,Purple,523327740,pourpre,VEN,Purple,522428654,紫色,IDN,Purple,556703215,viola,ITA,Violet,542628936,연보라색,KOR,Lilac,544183878,うすい青紫,JPN,Blue-violet light,Light Steel Blue,Light Blue,Bright Purple,172.8417984,161.3566499
130,163,252,130163252,522099421,lavanda azul,PRI,Lavender Blue,522346837,темно-голубой,UKR,Dark Blue,522171317,AZUL CLARO,BRA,Roofed Fuchsia,522467869,blau,DEU,Blue,523183710,bleu,FRA,Blue,522188597,韋奇伍德瓷藍,HKG,Wedgwood Porcelain Blue,556684404,blu,ITA,Blue,531950611,파랑색,KOR,Blue,544154132,青,JPN,Blue,Robin'S Egg Blue,Blue,Clear As Blue,166.6328329,128.9817325
130,170,240,130170240,522120802,color celeste,ARG,Light Blue,522540720,голубой,UKR,Azure,522196254,Castanho,PRT,Blue,522191430,stahlblau,DEU,Steel Blue,524366553,bleu,FRA,Blue,522124200,蓝色,HKG,Blue,522687715,azzurro,ITA,Blue,539733682,청색,KOR,Blue,533786888,青,JPN,Blue,Medium Sky Blue,Blue,Deep Sky Blue,151.6073257,152.3518846
130,190,245,130190245,522070421,Azul Cielo,VEN,Blue Sky,522772048,голубой,RUS,Azure,556653158,verde,BRA,Green,522610060,Hellblau,DEU,Light Blue,523189452,bleu ciel,FRA,Blue Sky,522364810,灰藍,IDN,Blue And Gray,556678074,azzuro,ITA,Blue,535371697,하늘색,KOR,Sky blue,542425396,空色,JPN,Azure,Cartoon Sky Blue,Blue,Atlantic Blue,131.6191089,173.5305183
130,251,252,130251252,522182045,celeste,ARG,Celestial,522403933,светло-голубой,UKR,Light Blue,556782877,verde,PRT,Green,522329295,hellblau,DEU,Light Blue,523393376,bleu,FRA,Blue,522403930,天蓝,MYS,Azure,556689593,celeste chiaro,ITA,Light Blue,556881479,흐린파랑,KOR,Cloudy blue,540482828,水色,JPN,Light blue,Robins Egg Blue,Blue,Light Sky Blue,78.9201839,271.227882
131,240,219,131240219,522230335,Aguamarina,VEN,Aquamarine,522474501,бирюзовый,UKR,Turquoise,556686870,verde,BRA,Green,522440202,Türkis,DEU,Turquoise,556973701,turquoise,FRA,Turquoise,556657603,碧绿色,SGP,Aquamarine,522489905,azzurro,ITA,Green Light,542347883,하늘색,KOR,Sky blue,545477590,水色,JPN,Light blue,Bright Baby Blue,Teal,Light Aqua,96.847089,344.43586
131,246,125,131246125,522077792,verde menta,PRI,Mint Green,522431222,салатовый,RUS,Green,522106032,verde,BRA,Green,522365675,pastellgrün,DEU,Pastel Green,522812611,vert,FRA,Green,522206777,柔和的绿色,IDN,Soft Green,522708917,verde chiaro,CHE,Green,524791472,녹색,KOR,Green,539820772,緑,JPN,Green,Pale Spring Green,Mint,Bright Green,203.9609537,498.5042194
132,219,240,132219240,522078703,celeste cielo,ARG,Blue Sky,522882801,лазурный,UKR,Blue,522499484,azul céu claro,PRT,Turquoise,522189154,himmelblau,DEU,Sky-Blue,522396541,bleu ciel,FRA,Blue Sky,522175760,浅蓝色,CHN,Light Blue,522499644,azzurro,ITA,Blue,536906600,푸른,KOR,Blue,556895034,ライトスカイブルー,JPN,Sky Blue Light,Robin'S Egg Blue,Blue,Carolina Blue,108.10163,224.3853039
132,238,112,132238112,522065366,verde lima,MEX,Lime Green,523107262,салатовый,RUS,Green,522200430,Verde Claro,PRT,Green,522393504,Hellgrün,DEU,Light Green,522812162,vert,FRA,Green,522341991,葱绿,IDN,Light Green,522417391,j,ITA,Lime,533286688,연두색,KOR,Green,535344228,黄緑,JPN,Yellow-green,Pale Light Green,Lime,Light Green,257.7922232,482.9001581
133,224,255,133224255,522094231,azul cielo,PRI,Blue Sky,522401938,небо,BLR,Sky,522123637,azul,BRA,Baby Blue,522578495,Hellblau,DEU,Light Blue,523390593,bleu,FRA,Blue,556676957,藍色,HKG,Blue,522488860,fdsdasd,ITA,Blue,536077931,하늘,KOR,Sky,548086599,水色,JPN,Light blue,Easter Egg Blue,Blue,Sunny Day Blue,100.929468,181.4647087
133,242,125,133242125,522112750,verde pastel,MEX,Pastel Green,522543912,светло-салатовый,UKR,Light-Green,556763618,verde,PRT,Green,522345429,leuchtendes grün,DEU,Bright Green,522395471,vert,FRA,Green,522095268,綠色,TWN,Green,556677572,verde,ITA,Green,524738888,밝은 녹색,KOR,Bright green,540795023,ライトグリーン,JPN,Light Green,Sea Foam Green,Lime,Bright Green,214.4599513,494.935428
134,219,114,134219114,522066786,verde claro,MEX,Light Green,522407323,пастельно салатовый,RUS,Pastel Green,556648201,verde,BRA,Green,522449514,Grün,DEU,Green,522421529,vert,FRA,Green,522236576,綠色,TWN,Green,522432731,verde,ITA,Green,556723371,녹색,KOR,Green,544102400,緑,JPN,Green,Lemon Lime Green,Lime,Chalky Green,258.7704306,463.9188103
134,223,121,134223121,522190628,verde,ESP,Green,522721563,зеленый-папоротник,RUS,Green Fern-,522149920,Verde Claro,PRT,Green,522545304,Pastell Blasses Hellgrün,DEU,Pastel Pale Light Green,525261239,vert lime,VEN,Lime Green,522113648,葱绿,IDN,Light Green,556666856,green soft,ITA,Soft Green,524813192,녹색,KOR,Green,536669101,緑,JPN,Green,60'S Wallpaper Teal,Lime,Medium Green,246.8227617,464.9104127
134,245,114,134245114,522090212,Verde Palido,MEX,Pale Green,522480467,зеленый,RUS,Green,556635124,verde,BRA,Green,522478125,hell grün,DEU,Lime,523389341,vert olive,FRA,Olive Green,522262905,淺綠,TWN,Light Green,556839420,verde acqua,ITA,Water Green,556664069,연녹색,KOR,Pale green,542575302,ペールグリーン,JPN,Pale Green,Neon Pale Green,Lime,Light Green,228.2543994,505.4101579
135,107,220,135107220,522090425,morado azulado,MEX,Bluish Purple,522638147,тупой лиловый,EST,Dull Purple,556638696,verde,BRA,Green,522313465,violettblau,DEU,Violet Blue,523163223,violet,CHE,Purple,522167465,紫色,TWN,Purple,556681475,blu,ITA,Blue,557350541,보라색,KOR,Purple,535634792,紫,JPN,Purple,Light Lavender,Purple,Light Indigo,269.8854543,119.1471832
135,221,113,135221113,522076121,verde opaco,DOM,Dull Green,522334590,салатный,UKR,Light Green,556763212,verde,PRT,Green,522187439,grün,DEU,Green,522792096,vert,FRA,Green,522250776,綠色,HKG,Green,556695355,verde,ITA,Green,556643474,연두색,KOR,Green,548016926,緑,JPN,Green,Sea Foam Green,Lime,Chalky Green,270.870849,467.3592027
137,116,219,137116219,522094586,AZUL,DOM,Blue,556672469,сиреневый,UKR,Lilac,556802858,verde claro,PRT,Light Green,522373683,lila,DEU,Purple,522317553,bleu lavande,FRA,Lavender,522079285,紫色,HKG,Purple,556763640,violetto,ITA,Violet,536069352,진연보라색,KOR,Purple Retardation,556902925,ミディアムパープル,JPN,Purple Medium,Bright Lavender,Purple,Bright Purple,266.0500747,123.7450338
137,118,252,137118252,522182818,Lila,ESP,Lilac,522627881,светло-синий,RUS,Light Blue,522555186,verde,PRT,Blue,522339480,blasslila,DEU,Pale Purple,523846202,violet clair,FRA,Light Purple,556684867,紫色,IDN,Purple,556651748,viola chiaro,ITA,Light Purple,557919990,보라색,KOR,Purple,556714230,紫,JPN,Purple,Bright Purple Blue,Blue,Heritage Blue,170.9414909,116.8188937
137,240,255,137240255,522166036,azul cielo,MEX,Blue Sky,556640276,голубой,RUS,Azure,556749969,v,PRT,V.,522484201,hell blau,DEU,Light Blue,525583536,bleu,VEN,Blue,522329957,青色,IDN,Blue,556689569,blu,ITA,Blue,530804094,하늘색,KOR,Sky blue,556796650,パステルブルー,JPN,Pastel Blue,Baby'S Breath Blue,Blue,Baby Boy Blue,78.92894,232.6602932
139,235,103,139235103,522114378,verde,COL,Green,522536785,бледно-зеленый,UKR,Pale Green,556751075,v,PRT,V.,522625872,Hellgrün,DEU,Light Green,522908405,vert pastel,FRA,Pastel Green,522242750,绿,CHN,Green,522401292,verde chiaro,ITA,Green,556701457,연두색,KOR,Green,539876747,黄緑,JPN,Yellow-green,Kermit The Frog Green,Green,Electric Lime,261.6998021,493.7342931
139,243,126,139243126,522075527,verde opaco,DOM,Dull Green,522406504,ярко-зеленый,UKR,Bright Green,556771796,verde,PRT,Green,522443705,Grün,DEU,Green,523396008,vert,FRA,Green,522240549,绿色,IDN,Green,522474160,verde,ITA,Bright Green,537901289,옅은 연두색,KOR,Pale green,527794784,水緑,JPN,Wed green,Muted Lemon Lime Green,Mint,Bright Green,217.7777909,486.1340702
139,255,220,139255220,522086133,azul cielo,PRI,Blue Sky,522814972,бирюзовый,RUS,Turquoise,556674192,verde,BRA,Green,556644997,helltürkis,DEU,Bright Turquoise,522400025,bleu ciel,FRA,Blue Sky,522403754,浅蓝色,IDN,Light Blue,522839384,ciano,ITA,Blue Light,557049252,하늘색,KOR,Sky blue,560602520,水色,JPN,Light blue,Sea Light Green,Blue,Foam Green,85.0391911,386.1256977
140,109,211,140109211,522148754,azul violeta,MEX,Violet Blue,522466941,сиреневый,UKR,Lilac,522198249,Castanho,PRT,Purple,522611508,helles lila,DEU,Bright Purple,523825608,viotel,FRA,Viotel,522229989,紫红色,IDN,Purple,522738639,violetto chiaro,ITA,Purple,542560635,옅은 보라색,KOR,Pale purple,556798179,薄紫,JPN,Pale purple,Dark Periwinkle,Purple,Bright Purple,284.3811592,118.1315495
142,109,204,142109204,522111576,morado,COL,Purple,522706476,светлый фиолет,RUS,Violet Light,522196066,roxo,BRA,Violet,522525733,Lila,DEU,Purple,522366215,violet claire,FRA,Bright Purple,522133868,紫色,TWN,Purple,522853266,lilla,ITA,Ancient Purple,537057467,연보라,KOR,Purple,540597818,紫,JPN,Purple,Periwinkle Purple,Violet,Powder Purple,292.9707278,127.754561
143,228,120,143228120,522061285,verde,ARG,Green,522491577,светло-зеленый,UKR,Light Green,556642526,verde,BRA,Green,522319825,grün,DEU,Green,527002491,vert clair,VEN,Light Green:,522140436,緑,MYS,Green,556663302,verde,ITA,Green,543012577,연한연두색,KOR,Green light,544967611,緑,JPN,Green,Light Lime Green,Green,Medium Green,268.0276124,472.8447543
145,101,226,145101226,522067987,Azul Violaceo,VEN,Violet Blue,522369523,Фиолетовый,RUS,Violet,556675646,verde,BRA,Green,522197346,hellviolett,DEU,Light Purple,522806886,violet,FRA,Violet,522214826,紫色,HKG,Purple,522497756,lilla,ITA,Purple,534789372,보라색,KOR,Purple,538614845,紫,JPN,Purple,Purple Mountain,Purple,Bright Purple,270.9418295,102.9892353
145,106,211,145106211,522066466,lila,ARG,Lilac,522450769,фиолетовый,RUS,Violet,556694522,verde,BRA,Green,522379639,lila,DEU,Purple,522792757,violet,FRA,Violet,522114434,紫色,HKG,Purple,556695059,viola,ITA,Violet,557043018,연보라색,KOR,Lilac,544153422,紫,JPN,Purple,Lavender Purple,Lilac,Bright Purple,294.02336,108.9362748
145,235,112,145235112,522104640,verde,MEX,Green,522396315,Лаймовый,RUS,Lime,522190713,castanho,PRT,Green,522172478,Hellgrün,DEU,Light Green,522627135,vert,FRA,Green,522114996,浅粉绿色,HKG,Pale Green,556759424,verde,ITA,Green,557916842,옅은 연두색,KOR,Pale green,556784669,若草色,JPN,Bright green,Fluorescent Lime Green,Lime,Meadow Green,246.8719502,493.2432873
145,246,126,145246126,522074313,verde claro,MEX,Light Green,522589175,салатовый,BLR,Green,522137415,verde,BRA,Green,522462673,mintgrün,DEU,Mint Green,522334272,vert,FRA,Green,522211287,绿色,IDN,Green,522508142,verde,ITA,Green White,539661512,연두색,KOR,Green,546904331,薄緑,JPN,Light green,Light Sea Green,Mint,Bright Green,231.0419511,513.8226318
147,217,112,147217112,522134001,verde,COL,Green,522404835,зеленый,UKR,Green,556764788,verde,PRT,Green,522457949,grün,DEU,Green,522841874,vert clair,FRA,Light Green,522136813,緑,MYS,Green,556684406,verde,ITA,Green,528135056,초록색,KOR,Green,540620976,みどり,JPN,Green,Light Baby Green,Lime,Chalky Green,289.3838339,471.5030616
147,228,111,147228111,522127502,verde claro,DOM,Light Green,522605348,бледно-зелёный,UKR,Pale Green,556668970,verde,BRA,Green,522396834,lindgrün,DEU,Lime Green,524336318,Vert pâle,FRA,Pale Green,522180166,绿色,IDN,Green,556687714,verde palle,ITA,Green Balls,524829635,녹색,KOR,Green,550454044,薄緑,JPN,Light green,Faded Light Green,Green,Spring Green,282.4109058,471.0317852
148,108,238,148108238,522082125,color violeta claro,ARG,Light Violet,523009012,серо-сиреневый,UKR,Gray-Purple,522167150,roxo,BRA,Purple,522265910,Flieder,DEU,Lilac,556897020,violet,FRA,Purple,556674965,紫色,HKG,Purple,556689695,lilla,ITA,Lilac,540650894,연보라색,KOR,Lilac,556870130,パープル,JPN,Purple,Light Light Purple,Voilet,Bright Purple,262.3708132,93.89582031
150,102,218,150102218,522106348,morado,MEX,Purple,522563466,Фиолетовый,RUS,Violet,522115934,roxo,PRT,Purple,522186849,hellviolett,DEU,Light Purple,523383986,violet,FRA,Violet,522153435,紫色,TWN,Purple,522730938,lilla,ITA,Purple,533285018,보라색,KOR,Purple,536663791,紫,JPN,Purple,Light Purplish Blue,Purple,Skye Lavender,286.1362302,100.8881388
151,203,111,151203111,522119592,verde claro,MEX,Light Green,522796763,Зеленый,BLR,Green,522197676,castanho,PRT,Green,522182319,mattgrün,DEU,Matt Green,527342761,lumière vert,CHE,Light Green,522318472,粉绿色,HKG,Pale Green,522464602,verde,ITA,Green,557361509,녹색,KOR,Green,535625592,緑,JPN,Green,Light Pale Green,Green,Light Green,300.6985005,443.2492451
151,252,129,151252129,522127021,verde,MEX,Green,522365525,Зелёный,RUS,Green,556743777,v,PRT,V.,522466400,Hellgrün,DEU,Light Green,526555137,vert pâle,CHE,Pale Green,522366792,绿色,IDN,Green,522505169,verde,ITA,Green,556730673,녹색,KOR,Green,557527597,パステルグリーン,JPN,Pastel Green,Pistachio Green,Mint,Light Green,232.8034038,520.8589221
153,134,244,153134244,522326929,morado claro,SLV,Light Purple,556676426,Фиолетовый,RUS,Violet,556646867,verde,BRA,Green,522263230,frühlingsflieder,DEU,Spring Lilac,523814438,Violet,FRA,- Purple,522109653,淡紫色,CHN,Lavender,556703466,viola,ITA,Violet,542660328,연보라색,KOR,Lilac,544391707,アイリス,JPN,Iris,Wild Berry Blue,Light Purple,Light Purple,230.0421029,93.96373911
